germination.logit_pheno,establishment.logit_pheno,y1surv.logit_pheno,beta_pheno,k_pheno,flowering.logit_pheno,fruitPerPlant_pheno,germination.prob,establishment.prob,y1surv.prob,flowering.prob,germinated,established,y1surv,flowered,Indiv_ID,week,week_next,elapsed_weeks,size,germination.logit_geno,establishment.logit_geno,y1surv.logit_geno,beta_geno,k_geno,flowering.logit_geno,fruitPerPlant_geno
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,1,2,1,5.970920838523462,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,2,3,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,3,4,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,4,5,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,5,6,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,6,7,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,7,8,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,8,9,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,9,10,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,10,11,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,11,12,1,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.726242831013105,0.952353376590576,-0.11321353333693061,5.970920838523462,NA,-1.552978039927473,NA,0.1510687940127242,0.7215882146947873,0.47172680905719483,0.1746565627832613,0,NA,NA,NA,1,12,NA,NA,NA,-1.1301968282462111,0.6964800383360408,-0.18019644373002863,6.947310353075395,0.007393213207442443,-1.5611102869942384,37.20922688924179
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,1,2,1,4.141912125924192,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,2,3,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,3,4,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,4,5,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,5,6,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,6,7,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,7,8,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,8,9,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,9,10,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
-1.1456132294052215,0.48891462218318865,-0.15329599842633673,4.141912125924192,NA,-1.1320311993076306,NA,0.2412912565353396,0.6198507117555265,0.46175087453667946,0.24378644509045255,0,NA,NA,NA,2,10,11,1,NA,-1.7038370336619328,0.8318397986924663,-0.17477468770695173,6.010458309869218,0.0139947978748457,-0.6983174752464038,36.77238434098346
